,name,multiverse_id,color_identity,text,flavor,power
32165,Littjara Kinseekers,,['U'],"Changeling (This card is every creature type.)
When Littjara Kinseekers enters the battlefield, if you control three or more creatures that share a creature type, put a +1/+1 counter on Littjara Kinseekers, then scry 1.","Like calls to like, and none are forgotten.",2
32166,Lookout's Dispersal,,['U'],"This spell costs {1} less to cast if you control a Pirate.
Counter target spell unless its controller pays {4}.","Her song plucks the strings of the storm, shifting wind and storm into a harmony that will carry her ship to safety.",
32167,Lumengrid Sentinel,,['U'],"Flying
Whenever an artifact enters the battlefield under your control, you may tap target permanent.","The vedalken order their Neurok sentinels to watch over the shores of the Quicksilver Sea, as if they know of intruders yet to come.",1
32172,Military Intelligence,,['U'],"Whenever you attack with two or more creatures, draw a card.",To know the battlefield is to anticipate the enemy. To know the enemy is to anticipate victory.,
32173,Mistwalker,,['U'],"Changeling (This card is every creature type.)
Flying
{1}{U}: Mistwalker gets +1/-1 until end of turn.","""To escape Littjara, follow a bird.""
—Tuskeri folklore",1
32174,Moonfolk Puzzlemaker,,['U'],"Flying
Whenever Moonfolk Puzzlemaker becomes tapped, scry 1.","""Research is hardly the dry, serious pastime outsiders make it out to be.""",1
32176,Mystic Skyfish,,['U'],"Whenever you draw your second card each turn, Mystic Skyfish gains flying until end of turn.",The problem wasn't that fish had learned how to fly. It was that sharks had adapted to follow them.,3
32178,No Escape,,['U'],"Counter target creature or planeswalker spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard.
Scry 1.",Jace surmised that they were walking into Bolas's trap. He felt no joy in being right.,
32179,Octoprophet,,['U'],"When Octoprophet enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)","In every swirl of the tide, it sees the awakening of things yet to come.",3
32180,One With the Wind,,['U'],"Enchant creature
Enchanted creature gets +2/+2 and has flying.","""River and sea, jungle and sky. Water flows freely between the two halves of the world. We are creatures of the water.""
—Shaper Tuvasa",
32181,Oneirophage,,['U'],"Flying
Whenever you draw a card, put a +1/+1 counter on Oneirophage.",It manifests at wizard academies to siphon inspiration from young prodigies.,1
32184,Perilous Voyage,,['U'],"Return target nonland permanent you don't control to its owner's hand. If its mana value was 2 or less, scry 2.","For the first time in her life, Vraska tried to prevent death.",
32185,Pestermite,,['U'],"Flash
Flying
When Pestermite enters the battlefield, you may tap or untap target permanent.",The fae know when they're not wanted. That's precisely why they show up.,2
32186,Pilfering Hawk,,['U'],"Flying
{S}, {T}: Draw a card, then discard a card. ({S} can be paid with one mana from a snow source.)","""Well, at least it left us a mouse in exchange. Er . . . ugh . . . make that half a mouse.""
—Binhald, Beskir veteran",1
32189,River Sneak,,['U'],"River Sneak can't be blocked.
Whenever another Merfolk enters the battlefield under your control, River Sneak gets +1/+1 until end of turn.","No ripples, no splashes, no warning.",1
32191,Sage's Row Savant,,['U'],"When Sage's Row Savant enters the battlefield, scry 2.",The streets of Ravnica are full of former guild members now using their institutional skills for personal gain.,2
32193,Seafloor Oracle,,['U'],"Whenever a Merfolk you control deals combat damage to a player, draw a card.","Where the light falls dim and blue on broken ships, secrets lie unclaimed.",2
32194,Sentinels of Glen Elendra,,['U'],"Flash
Flying","Some say the valley of Glen Elendra is mythical, and that rumors of its existence are nothing but a faerie prank. Others say it is the fae's most fiercely guarded secret.",2
32196,Shaper Apprentice,,['U'],Shaper Apprentice has flying as long as you control another Merfolk.,The River Heralds would wreck a thousand ships to keep intruders from finding the golden city.,2
32202,Stinging Lionfish,,['U'],"Whenever you cast your first spell during each opponent's turn, you may tap or untap target nonland permanent.",Starfish are its favorite prey.,2
32204,Stonybrook Angler,,['U'],"{1}{U}, {T}: You may tap or untap target creature.","""Water is in the air, the trees, and the earth. Understand its motion, speak its language, and the subtle currents that flow through all living things will fall under your command.""",1
32205,Storm Sculptor,,['U'],"Storm Sculptor can't be blocked.
When Storm Sculptor enters the battlefield, return a creature you control to its owner's hand.","In his hands, the wind can become a weapon or a means of escape.",3
32209,Teferi's Protege,,['U'],"{1}{U}, {T}: Draw a card, then discard a card.",Teferi's legacy lives on in Tolaria through the study of time magic and a tradition of irrepressible mischief.,2
32212,Tolarian Kraken,,['U'],"Whenever you draw a card, you may pay {1}. When you do, you may tap or untap target creature.","""It's contemplative, resourceful, and original. Everything else aside, it's the perfect student.""
—Naban, dean of iteration",4
32213,Tolarian Sentinel,,['U'],"Flying
{U}, {T}, Discard a card: Return target permanent you control to its owner's hand.","""It is not just our people I try to rescue. It is our culture, and our hope that we can return to greatness.""",1
32214,Tome Anima,,['U'],Tome Anima can't be blocked as long as you've drawn two or more cards this turn.,Sometimes knowledge takes on a life of its own.,3
32215,Triton Shorestalker,,['U'],Triton Shorestalker can't be blocked.,"""Who will miss you, drywalker? A wife? A child? Perhaps they will blame the sea for your fate, and teach future generations to stay far away from it.""",1
32216,Undersea Invader,,['U'],"Flash
Undersea Invader enters the battlefield tapped.","""The currents are strange today, and the fish are fearful. Something's stirring in the depths.""
—Rathstaf, Kannah fisherman",5
32220,Watertrap Weaver,,['U'],"When Watertrap Weaver enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",The river is a powerful friend.,2
32221,Wavebreak Hippocamp,,['U'],"Whenever you cast your first spell during each opponent's turn, draw a card.",Tritons search for omens in its wake.,2
32222,Weldfast Wingsmith,,['U'],"Whenever an artifact enters the battlefield under your control, Weldfast Wingsmith gains flying until end of turn.","""Airships are too confining. If I'm in the sky, I want to feel the wind in my hair and taste the aether.""",3
32228,Blight Keeper,,['B'],"Flying
{7}{B}, {T}, Sacrifice Blight Keeper: Target opponent loses 4 life and you gain 4 life.",It withers fruit and flesh alike.,1
32229,Blood Price,,['B'],Look at the top four cards of your library. Put two of them into your hand and the rest on the bottom of your library in any order. You lose 2 life.,Blood is the oldest currency.,
32238,Consign to the Pit,,['B'],Destroy target creature. Consign to the Pit deals 2 damage to that creature's controller.,First your whole life flashes before your eyes. Then you have considerable time to reflect on every regret as you plummet.,
32241,Cruel Sadist,,['B'],"{B}, {T}, Pay 1 life: Put a +1/+1 counter on Cruel Sadist.
{2}{B}, {T}, Remove X +1/+1 counters from Cruel Sadist: It deals X damage to target creature.",Face of innocence. Hand of death. Designed by Edmund McMillen,1
32247,Demon of Catastrophes,,['B'],"As an additional cost to cast this spell, sacrifice a creature.
Flying, trample","A pit yawned open, a column of oily smoke arose, and a towering form hissed, ""I accept this offering.""",6
32248,Demonic Gifts,,['B'],"Until end of turn, target creature gets +2/+0 and gains ""When this creature dies, return it to the battlefield under its owner's control.""","It began as a flavor on the tongue, like a bloody morsel of roast boar—but soon the power was a conflagration in her veins.",
32249,Demon's Disciple,,['B'],"When Demon's Disciple enters the battlefield, each player sacrifices a creature or planeswalker.",Taborax's cultists are the latest in a long history of beings who have desired to see Zendikar torn to pieces.,3
32251,Devouring Swarm,,['B'],"Flying
Sacrifice a creature: Devouring Swarm gets +1/+1 until end of turn.",Their arrival is heralded by the deafening hum of ten thousand wings. Their departure is marked by the silence of the dead.,2
32253,Dread Presence,,['B'],"Whenever a Swamp enters the battlefield under your control, choose one —
• You draw a card and you lose 1 life.
• Dread Presence deals 2 damage to any target and you gain 2 life.","It beckons silently, waiting in the darkness.",3
32254,Dread Rider,,['B'],"{1}{B}, {T}, Exile a creature card from your graveyard: Target opponent loses 3 life.","""What kind of monstrous grave robber leaves the treasures, but takes the bodies?""
—Fjall, Beskir elder",3
32263,Exsanguinate,,['B'],Each opponent loses X life. You gain life equal to the life lost this way.,Vampires don't consider patience a virtue nor gluttony a sin.,
32269,Gnawing Zombie,,['B'],"{1}{B}, Sacrifice a creature: Target player loses 1 life and you gain 1 life.",On still nights you can hear its rotted teeth grinding tirelessly on scavenged bones.,1
32277,Ill-Gotten Inheritance,,['B'],"At the beginning of your upkeep, Ill-Gotten Inheritance deals 1 damage to each opponent and you gain 1 life.
{5}{B}, Sacrifice Ill-Gotten Inheritance: It deals 4 damage to target opponent and you gain 4 life.","""The suffering of others is not my concern.""",
32280,Karfell Kennel-Master,,['B'],"When Karfell Kennel-Master enters the battlefield, up to two target creatures each get +1/+0 and gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)","Trapped in a realm of dead flesh and scarce hunting, the ravenous wolves of Karfell follow the Dread Marn to warm game.",4
32286,Liliana's Steward,,['B'],"{T}, Sacrifice Liliana's Steward: Target opponent discards a card. Activate only as a sorcery.",Servants at Vess Manor are chosen for their strong work ethic and respectful demeanor. Being alive is not required.,1
32289,Marauding Blight-Priest,,['B'],"Whenever you gain life, each opponent loses 1 life.","""The vampires never had gods. We followed our bloodchiefs. Now they are gone. What is left? Destruction and death, my friends. That is enough.""",3
32292,Mire Blight,,['B'],"Enchant creature
When enchanted creature is dealt damage, destroy it.","""Is there anything in Guul Draz that *doesn't* suck the life out of you?""
—Tarsa, Sea Gate sell-sword",
32293,Mire Triton,,['B'],"Deathtouch
When Mire Triton enters the battlefield, mill two cards and you gain 2 life.","Caught between life and death, between land and sea, between thought and oblivion.",2
32294,Moment of Craving,,['B'],Target creature gets -2/-2 until end of turn. You gain 2 life.,"""The time of condemnation is at hand. Dusk washes over the world, and I consign you to eternal darkness!""",
32296,Necromancer's Stockpile,,['B'],"{1}{B}, Discard a creature card: Draw a card. If the discarded card was a Zombie card, create a tapped 2/2 black Zombie creature token.",The experiments decided to perform some research of their own.,
32298,Nested Ghoul,,['B'],"Whenever a source deals damage to Nested Ghoul, create a 2/2 black Phyrexian Zombie creature token.","""The chest cavity is cleared of useless meat. I know just what to do with the space.""
—Gyed, Vault Priest",4
32301,Ob Nixilis's Cruelty,,['B'],"Target creature gets -5/-5 until end of turn. If that creature would die this turn, exile it instead.","Trapped on Ravnica with no affection for either side, Ob Nixilis sought gratification in random acts of torment.",
32305,Pit Keeper,,['B'],"When Pit Keeper enters the battlefield, if you have four or more creature cards in your graveyard, you may return target creature card from your graveyard to your hand.","""The undead are not 'awakened.' They are evicted when there is no room left in the pit for more bodies.""",2
32310,Returned Reveler,,['B'],"When Returned Reveler dies, each player mills three cards.","The flesh is dead and the life forgotten, but old habits persist.",1
32319,Sling-Gang Lieutenant,,['B'],"When Sling-Gang Lieutenant enters the battlefield, create two 1/1 red Goblin creature tokens.
Sacrifice a Goblin: Target player loses 1 life and you gain 1 life.","Freshly promoted to ""first rock,"" Zaz was eager to make an impact.",1
32321,Spark Reaper,,['B'],"{3}, Sacrifice a creature or planeswalker: You gain 1 life and draw a card.","""I know they're unstoppable fighters created to harvest souls—it's just they're so rude about it.""
—Kaya",2
32323,Strangling Spores,,['B'],Target creature gets -3/-3 until end of turn.,Imagine a thousand tiny mushrooms cropping up within your lungs.,
32327,Tormented Soul,,['B'],Tormented Soul can't block and can't be blocked.,Those who raged most bitterly at the world in life are cursed to roam the nether realms in death.,1
32333,Vampire Envoy,,['B'],"Flying
Whenever Vampire Envoy becomes tapped, you gain 1 life.","""Zendikar will fight until it has bled its last.""",1
32335,Vermin Gorger,,['B'],"{T}, Sacrifice another creature: Each opponent loses 2 life and you gain 2 life.","""Once, vampires ruled this world, commanding the fear and respect that befit our noble blood. Have we truly sunk so low?""
—Sorin Markov",2
32337,"Vito, Thorn of the Dusk Rose",,['B'],"Whenever you gain life, target opponent loses that much life.
{3}{B}{B}: Creatures you control gain lifelink until end of turn.","""Through the blood of the wicked, we shall be redeemed. Let us pray.""",1
32340,Witch's Cauldron,,['B'],"{1}{B}, {T}, Sacrifice a creature: You gain 1 life and draw a card.",The best recipes start with reliable cookware.,
32342,Act on Impulse,,['R'],"Exile the top three cards of your library. Until end of turn, you may play cards exiled this way. (If you cast a spell this way, you still pay its costs. You can play a land this way only if you have an available land play remaining.)","""You don't want to know what happens after I put on the goggles.""",
32343,Arms Dealer,,['R'],"{1}{R}, Sacrifice a Goblin: Arms Dealer deals 4 damage to target creature.","""Guaranteed to leave your enemies sufficiently stabbed, bitten, cleaved, or exploded.""
—Grezkrick's Emporium motto",1
32344,Axgard Cavalry,,['R'],{T}: Target creature gains haste until end of turn.,"Riding the goat
—Dwarven expression meaning
""a foolhardy act of bravery""",2
32348,Big Score,,['R'],"As an additional cost to cast this spell, discard a card.
Draw two cards and create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")","""Unimaginable riches? I assure you, I have a *vivid* imagination.""",
32351,Blood Aspirant,,['R'],"Whenever you sacrifice a permanent, put a +1/+1 counter on Blood Aspirant.
{1}{R}, {T}, Sacrifice a creature or enchantment: Blood Aspirant deals 1 damage to target creature. That creature can't block this turn.",It's a small step from revel to bloodbath.,1
32353,Bogardan Dragonheart,,['R'],"Sacrifice another creature: Until end of turn, Bogardan Dragonheart becomes a Dragon with base power and toughness 4/4, flying, and haste.",A hunger to soar must be sated.,2
32354,Bolt Hound,,['R'],"Haste (This creature can attack and {T} as soon as it comes under your control.)
Whenever Bolt Hound attacks, other creatures you control get +1/+0 until end of turn.",Its spark is worse than its bite.,2
32358,Burn Bright,,['R'],Creatures you control get +2/+0 until end of turn.,"""From a great bonfire at the dawn of time, the first Gruul kindled their rage. The same flame burns in you.""
—Kroshkar, Gruul shaman",
32360,Catalyst Elemental,,['R'],Sacrifice Catalyst Elemental: Add {R}{R}.,"As the hyperstormic generator crept past redline, a being emerged from the arc.",2
32362,Chandra's Magmutt,,['R'],{T}: Chandra's Magmutt deals 1 damage to target player or planeswalker.,"""Is it purebred? No, but it's pure fire.""
—Chandra Nalaar",2
32363,Chandra's Pyreling,,['R'],"Whenever a source you control deals noncombat damage to an opponent, Chandra's Pyreling gets +1/+0 and gains double strike until end of turn. (It deals both first-strike and regular combat damage.)","""I think Chandra just wanted something to blame random scorch marks on.""
—Jace Beleren",1
32364,Chandra's Pyrohelix,,['R'],Chandra's Pyrohelix deals 2 damage divided as you choose among one or two targets.,"""Now that I've dealt with your little toys, I can focus on the real problem: you.""
—Chandra Nalaar, to Dovin Baan",
32365,Chandra's Spitfire,,['R'],"Flying
Whenever an opponent is dealt noncombat damage, Chandra's Spitfire gets +3/+0 until end of turn.","""I've lit most everything on fire—trees, rocks, even the water. Now it's time to burn the clouds.""",1
32366,Coalhauler Swine,,['R'],"Whenever Coalhauler Swine is dealt damage, it deals that much damage to each player.",Nothing stops industry in Ravnica—certainly not the safety of its workers.,4
32368,Cyclops Electromancer,,['R'],"When Cyclops Electromancer enters the battlefield, it deals X damage to target creature an opponent controls, where X is the number of instant and sorcery cards in your graveyard.",Every storm has an eye.,4
32369,Dance with Devils,,['R'],"Create two 1/1 red Devil creature tokens. They have ""When this creature dies, it deals 1 damage to any target.""",Devils sow chaos and reap panic.,
32378,Fanatical Firebrand,,['R'],"Haste
{T}, Sacrifice Fanatical Firebrand: It deals 1 damage to any target.","""The Brazen Coalition is a firecannon pointed at our enemies. Goblins like him are the spark to its powder.""
—Admiral Beckett Brass",1
32380,Fiery Conclusion,,['R'],"As an additional cost to cast this spell, sacrifice a creature.
Fiery Conclusion deals 5 damage to target creature.","The Boros legionnaire saw a noble sacrifice, the Rakdos thug a blazing suicide, and the Izzet alchemist an experiment gone awry.",
32383,Firecannon Blast,,['R'],"Firecannon Blast deals 3 damage to target creature.
Raid — Firecannon Blast deals 6 damage instead if you attacked this turn.",Goblins' fearlessness and diminutive size make them the perfect cannoneers.,
32384,Flame Lash,,['R'],Flame Lash deals 4 damage to any target.,"""This is just my warm-up.""",
32385,Flames of the Firebrand,,['R'],"Flames of the Firebrand deals 3 damage divided as you choose among one, two, or three targets.","""You're in luck. I brought enough to share.""
—Chandra Nalaar",
32391,Goblin Artillery,,['R'],{T}: Goblin Artillery deals 2 damage to any target and 3 damage to you.,"Most goblins get their turn firing the catapult, but few achieve the coveted title of Ammunition Holder.",1
32393,Goblin Oriflamme,,['R'],Attacking creatures you control get +1/+0.,"""It was difficult to tell whether the piles of gore within their warrens were mere trash heaps, sacred altars, or warnings.""
—*Sarpadian Empires, vol. IV*",
32394,Goblin Psychopath,,['R'],"Whenever Goblin Psychopath attacks or blocks, flip a coin. If you lose the flip, the next time it would deal combat damage this turn, it deals that damage to you instead.",He never wastes energy distinguishing between friend and foe.,5
32399,Goldhound,,['R'],"First strike
Menace (This creature can't be blocked except by two or more creatures.)
{T}, Sacrifice Goldhound: Add one mana of any color.",The staccato clatter of its metal claws on pavement is unmistakable.,1
32401,Grotag Night-Runner,,['R'],"Whenever Grotag Night-Runner deals combat damage to a player, exile the top card of your library. You may play that card this turn.","Naturally inquisitive and adaptable, goblins can turn their small stature to their advantage as rogues.",2
32406,Immersturm Raider,,['R'],"When Immersturm Raider enters the battlefield, you may discard a card. If you do, draw a card.",The demons took no captives and claimed no spoils; they sought only to destroy.,2
32407,Impending Doom,,['R'],"Enchant creature
Enchanted creature gets +3/+3 and attacks each combat if able.
When enchanted creature dies, Impending Doom deals 3 damage to that creature's controller.","""Feast, for your next meal may be your last!""",
32410,Irreverent Revelers,,['R'],"When Irreverent Revelers enters the battlefield, choose one —
• Destroy target artifact.
• Irreverent Revelers gains haste until end of turn.","To some satyrs, only blasphemy is sacred.",2
32426,Nest Robber,,['R'],Haste,"""These sailors on our shores are like the dinosaurs that plunder eggs from nests. They live on the labors of others.""
—Itzama the Crested",2
32432,Pyre-Sledge Arsonist,,['R'],"{1}, {T}: Pyre-Sledge Arsonist deals X damage to any target, where X is the number of permanents you've sacrificed this turn.",Everything from damaged furniture to inconvenient corpses becomes fuel for Ziatora's ever-burning foundry.,2
32435,Ravenous Giant,,['R'],"At the beginning of your upkeep, Ravenous Giant deals 1 damage to you.",The might of an army with the restraint of a child.,5
32437,Reckless Fireweaver,,['R'],"Whenever an artifact enters the battlefield under your control, Reckless Fireweaver deals 1 damage to each opponent.","Architects find inspiration in the dragon's beauty of form, while artificers are influenced by the function of its fire.",1
32451,Sokenzan Smelter,,['R'],"At the beginning of combat on your turn, you may pay {1} and sacrifice an artifact. If you do, create a 3/1 red Construct artifact creature token with haste.","Among the artisans of Sokenzan City, reusing every scrap of metal is a point of pride.",2
32452,Spark of Creativity,,['R'],"Choose target creature. Exile the top card of your library. You may have Spark of Creativity deal damage to that creature equal to the exiled card's mana value. If you don't, you may play that card until end of turn.","""To invent is to rebel.""
—Pia Nalaar",
32455,Spellgorger Weird,,['R'],"Whenever you cast a noncreature spell, put a +1/+1 counter on Spellgorger Weird.","Freed from their respective labs, the two weirds formed a partnership, feeding on the arcane energies of war.",2
32456,Spiteful Prankster,,['R'],"As long as it's your turn, Spiteful Prankster has first strike.
Whenever another creature dies, Spiteful Prankster deals 1 damage to target player or planeswalker.","The devil appreciated the irony of using doves for ammunition. The townsfolk, not so much.",3
32460,Sudden Breakthrough,,['R'],"Target creature gets +2/+0 and gains first strike until end of turn.
Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","Rootha created constantly, passionately, in hopes of impressing her greatest critic: herself.",
32461,Swaggering Corsair,,['R'],Raid — Swaggering Corsair enters the battlefield with a +1/+1 counter on it if you attacked this turn.,"""I'm about to make you famous. From the golden city to High and Dry, they'll talk about how fast you died!""",2
32462,Swift Kick,,['R'],Target creature you control gets +1/+0 until end of turn. It fights target creature you don't control.,"Shintan sensed the malice in his opponent, but he did not strike until the orc's muscles tensed in preparation to throw the first punch.",
32467,Vault Robber,,['R'],"{1}, {T}, Exile a creature card from your graveyard: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")","The dwarves believe works of art should be passed down the generations, not buried with the dead.",1
32468,Viashino Pyromancer,,['R'],"When Viashino Pyromancer enters the battlefield, it deals 2 damage to target player or planeswalker.","""I trained with the Ghitu, and I respect the fire as they do.""",2
32469,Volley Veteran,,['R'],"When Volley Veteran enters the battlefield, it deals damage to target creature an opponent controls equal to the number of Goblins you control.","""Fill the sky with stuff!""",4
32470,War-Name Aspirant,,['R'],"Raid — War-Name Aspirant enters the battlefield with a +1/+1 counter on it if you attacked this turn.
War-Name Aspirant can't be blocked by creatures with power 1 or less.",No battle means more to a Mardu warrior than the one that earns her war name.,2
32474,Wildfire Elemental,,['R'],"Whenever an opponent is dealt noncombat damage, creatures you control get +1/+0 until end of turn.","""Fire is always dancing, leaping and whirling, seeking more fuel. It never rests, so why should I?""
—Chandra Nalaar",3
32488,Canopy Baloth,,['G'],"Landfall — Whenever a land enters the battlefield under your control, Canopy Baloth gets +2/+2 until end of turn.","""You can almost see it calculating—are we a tasty enough treat to risk the jump?""
—Samila, Murasa Expeditionary House",4
32489,Challenger Troll,,['G'],Each creature you control with power 4 or greater can't be blocked by more than one creature.,"For most, war is a calamity. For some, an opportunity. And for the very few, a pleasure.",6
32496,Declare Dominance,,['G'],Target creature gets +3/+3 until end of turn. All creatures able to block it this turn do so.,"""If you think yourself a chief, then prove your might.""
—Gar-Tun, Mistvalley silverback",
32498,Drowsing Tyrannodon,,['G'],"Defender (This creature can't attack.)
As long as you control a creature with power 4 or greater, Drowsing Tyrannodon can attack as though it didn't have defender.",What the rangers thought were warning growls turned out to be nothing but monstrous snoring.,3
32499,Drudge Beetle,,['G'],"Scavenge {5}{G} ({5}{G}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)",The Street Swarm is the labor class that drives the Golgari's endless cycle of life and death.,2
32500,Duskshell Crawler,,['G'],"When Duskshell Crawler enters the battlefield, put a +1/+1 counter on target creature.
Each creature you control with a +1/+1 counter on it has trample.","They often perch on street lamps, causing the poles to buckle under their weight.",0
32502,Elderleaf Mentor,,['G'],"When Elderleaf Mentor enters the battlefield, create a 1/1 green Elf Warrior creature token.","""Our ancestors grew complacent in their divinity, allowing their lessers to topple them. Never again.""",3
32505,Engulfing Slagwurm,,['G'],"Whenever Engulfing Slagwurm blocks or becomes blocked by a creature, destroy that creature. You gain life equal to that creature's toughness.",Its teeth exist only for decoration.,7
32509,Ferocious Pup,,['G'],"When Ferocious Pup enters the battlefield, create a 2/2 green Wolf creature token.",The strongest pack has the fiercest pups.,0
32515,Ghirapur Guide,,['G'],{2}{G}: Target creature you control can't be blocked by creatures with power 2 or less this turn.,"Fairgoers were delighted to find that even outside the fairgrounds, Ghirapur was a city of wonders.",3
32518,"Goreclaw, Terror of Qal Sisma",,['G'],"Creature spells you cast with power 4 or greater cost {2} less to cast.
Whenever Goreclaw, Terror of Qal Sisma attacks, each creature you control with power 4 or greater gets +1/+1 and gains trample until end of turn.",You don't want to know how she got that name.,4
32520,Havenwood Wurm,,['G'],"Flash (You may cast this spell any time you could cast an instant.)
Trample","Time rifts bring tunneling beasts of old into the hard, dry earth of the present. Most die there, trapped, but the mightiest burst through the surface.",5
32521,Hooting Mandrills,,['G'],"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Trample",Interlopers in Sultai territory usually end up as crocodile chow or baboon bait.,4
32525,Hunter's Edge,,['G'],Put a +1/+1 counter on target creature you control. Then that creature deals damage equal to its power to target creature you don't control.,The hunt ends. Lunch begins.,
32526,Ilysian Caryatid,,['G'],"{T}: Add one mana of any color. If you control a creature with power 4 or greater, add two mana of any one color instead.","Those who die as heroes are permitted to dwell in Ilysia, a protected realm of the Underworld as tranquil and vibrant as the rest is bleak.",1
32528,Iridescent Hornbeetle,,['G'],"At the beginning of your end step, create a 1/1 green Insect creature token for each +1/+1 counter you've put on creatures under your control this turn.",The hatchlings will fill the jungles of Murasa in a glittering tide.,3
32539,Master's Rebuke,,['G'],Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.,"""You have always been a promising student, but your arrogance far outstrips your prowess.""",
32542,Moonlight Hunt,,['G'],Choose target creature you don't control. Each creature you control that's a Wolf or a Werewolf deals damage equal to its power to that creature.,Courage alone won't keep you alive.,
32544,Nantuko Cultivator,,['G'],"When Nantuko Cultivator enters the battlefield, you may discard any number of land cards. Put that many +1/+1 counters on Nantuko Cultivator and draw that many cards.","""Every seed holds strength and teaches patience.""",2
32545,Nessian Hornbeetle,,['G'],"At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on Nessian Hornbeetle.","""The first rule of politics can be learned from a lowly hornbeetle: it is wise to cultivate powerful friends.""
—Pythamon, sage of Meletis",2
32546,Nightpack Ambusher,,['G'],"Flash
Other Wolves and Werewolves you control get +1/+1.
At the beginning of your end step, if you didn't cast a spell this turn, create a 2/2 green Wolf creature token.",A strong leader means a growing pack.,4
32557,Pounce,,['G'],Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),The drive to hunt and feed is raw instinct for dinosaurs. The trick is simply to channel it in the right direction.,
32566,Reckless Amplimancer,,['G'],{4}{G}: Double Reckless Amplimancer's power and toughness until end of turn.,"""Linear growth? What am I, a first-year?""",2
32568,Relentless Pursuit,,['G'],Reveal the top four cards of your library. You may put a creature card and/or a land card from among them into your hand. Put the rest into your graveyard.,"Calix was patient, steadily following Elspeth until their destined confrontation.",
32571,Roots of Wisdom,,['G'],"Mill three cards, then return a land card or Elf card from your graveyard to your hand. If you can't, draw a card. (To mill a card, put the top card of your library into your graveyard.)","Though imprisoned in Jaspera trees, the elvish gods known as the Einir still whisper through the ages.",
32574,Scale the Heights,,['G'],"Put a +1/+1 counter on up to one target creature. You gain 2 life. You may play an additional land this turn.
Draw a card.","""Ever onward, ever skyward.""",
32583,Stalking Drone,,['G'],"Devoid (This card has no color.)
{C}: Stalking Drone gets +1/+2 until end of turn. Activate only once each turn. ({C} represents colorless mana.)","As the Eldrazi adapted to the jungles of Zendikar, some took on the tactics of more familiar predators.",2
32585,Titanic Brawl,,['G'],"This spell costs {1} less to cast if it targets a creature you control with a +1/+1 counter on it.
Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)","Whoever wins, the neighborhood loses.",
32589,Wily Bandar,,['G'],"{2}{G}: Wily Bandar gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)","Part feline, part primate, all trouble.",1
32593,Wolverine Riders,,['G'],"At the beginning of each upkeep, create a 1/1 green Elf Warrior creature token.
Whenever another Elf enters the battlefield under your control, you gain life equal to its toughness.","""We'll break their lines. The rest of you, follow!""",4
32597,Zendikar's Roil,,['G'],"Landfall — Whenever a land enters the battlefield under your control, create a 2/2 green Elemental creature token.","""I was wrong. Zendikar isn't after me. It isn't after any of us. It's not evil or vengeful. It's magnificent . . . but it's in pain.""
—Nissa Revane",
32672,Thriving Bluff,,['R'],"Thriving Bluff enters the battlefield tapped.
As Thriving Bluff enters the battlefield, choose a color other than red.
{T}: Add {R} or one mana of the chosen color.","As eons passed, the rock wore away, revealing the rich colors at the mountain's heart.",
32688,Gaea's Cradle,,['G'],{T}: Add {G} for each creature you control.,"""Here sprouted the first seedling of Argoth. Here the last tree will fall.""
—Gamelen, Citanul elder",
32692,Release the Dogs,489171.0,['W'],Create four 1/1 white Dog creature tokens.,They charge into battle and out for their morning walk with the same exuberance.,
32693,Steel-Plume Marshal,489172.0,['W'],"Flying
Whenever Steel-Plume Marshal attacks, other attacking creatures you control with flying get +2/+2 until end of turn.",The defenders watched in terror as the flying V split apart into a bristling battle formation.,3
32694,Stone Haven Pilgrim,489173.0,['W'],"Whenever Stone Haven Pilgrim attacks, if you control an artifact or enchantment, Stone Haven Pilgrim gets +1/+1 and gains lifelink until end of turn.",The persistence to overcome obstacles is the most esteemed of kor virtues.,2
32695,Supply Runners,489174.0,['W'],"When Supply Runners enters the battlefield, put a +1/+1 counter on each other creature you control.",Good dogs stay by your side until the end. Great dogs leave to bring back aid.,2
32696,Trusty Retriever,489175.0,['W'],"When Trusty Retriever enters the battlefield, choose one —
• Put a +1/+1 counter on Trusty Retriever.
• Return target artifact or enchantment card from your graveyard to your hand.","Wipe away the slobber and it's as good as new, give or take a few bite marks.",2
